year,season,scheme,state,district.farmerCount,district.application.loanee,district.nonLoanee,district.areaInsured (th.ha),district.sumInsured (lac.),district.farmerShare (lac.),district.goiShare (lac.),district.stateShare (lac.),district.gender.male (%),district.gender.female (%),district.gender.transgender (%),district.category.sc (%),district.category.st (%),district.category.obc (%),district.category.gen (%),district.type.marginal (%),district.type.small (%),district.type.other (%),district.iuCount,district.updatedAt,district.districtName,district.districtCode,district.scheme,district.grossPremium (lac.),district.nextLevelParams
2019,Kharif,PMFBY,ODISHA,116288,136943.0,13893,84.22,48426.46,968.52,4600.51,4600.51,80.65,19.32,0.03,9.63,0.43,53.54,36.4,11.84,87.2,0.96,252,11-02-2023 01:02 AM,Kendrapara,379,04,10169.54,levelCode=379&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,75349,83875.0,19038,49.94,27969.82,559.32,1229.92,1229.92,88.74,11.23,0.03,7.85,24.37,49.19,18.59,14.07,85.0,0.93,315,11-02-2023 01:02 AM,Kendujhar,375,04,3019.16,levelCode=375&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,68227,76187.0,6538,50.43,30260.95,605.22,1906.44,1906.44,81.52,18.44,0.04,5.86,1.45,49.18,43.51,19.28,79.23,1.49,194,11-02-2023 01:02 AM,Khordha,386,04,4418.1,levelCode=386&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,18589,15683.0,4772,14.24,10388.76,190.72,462.36,462.36,85.97,14.01,0.02,13.57,41.81,21.63,22.99,13.49,84.47,2.04,237,11-02-2023 01:02 AM,Koraput,398,04,1115.44,levelCode=398&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,12286,11353.0,1984,7.83,5511.48,110.2,145.89,145.89,91.1,8.9,0.0,38.21,51.15,4.5,6.14,5.48,93.4,1.12,114,11-02-2023 01:02 AM,Malkangiri,399,04,401.98,levelCode=399&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,63829,65749.0,37120,39.14,26746.44,534.92,1203.02,1203.02,87.5,12.48,0.02,6.28,38.06,37.07,18.59,21.22,77.71,1.07,417,11-02-2023 01:02 AM,Mayurbhanj,376,04,2940.96,levelCode=376&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,21536,18931.0,7928,18.47,14529.43,290.59,211.15,211.15,85.82,14.17,0.01,11.2,47.61,30.38,10.81,11.62,85.93,2.45,194,11-02-2023 01:02 AM,Nabarangapur,397,04,712.89,levelCode=397&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,43528,58543.0,7731,26.02,15610.72,312.21,1141.47,1141.47,89.13,10.84,0.03,4.03,2.04,66.61,27.32,27.67,66.27,6.06,203,11-02-2023 01:02 AM,Nayagarh,385,04,2595.15,levelCode=385&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,49455,55240.0,148245,64.9,38705.91,780.2,3396.95,3396.95,87.8,12.18,0.02,9.68,28.97,56.1,5.25,16.86,76.48,6.66,139,11-02-2023 01:02 AM,Nuapada,394,04,7574.1,levelCode=394&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,98921,100409.0,37322,43.8,30551.61,611.03,3360.67,3360.67,85.84,14.14,0.02,6.4,0.25,47.18,46.17,17.07,81.07,1.86,271,11-02-2023 01:02 AM,Puri,387,04,7332.37,levelCode=387&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,30343,26109.0,10955,19.89,13697.94,291.97,377.93,377.93,83.77,16.23,0.0,11.28,55.97,18.86,13.89,20.56,78.15,1.29,196,11-02-2023 01:02 AM,Rayagada,396,04,1047.83,levelCode=396&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,55436,194968.0,103859,86.56,64998.03,1297.83,7126.34,7126.34,82.23,17.71,0.06,7.68,26.06,54.56,11.7,20.3,60.41,19.29,155,11-02-2023 01:02 AM,Sambalpur,372,04,15550.51,levelCode=372&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,37833,116265.0,74760,54.48,38137.38,762.75,2286.66,2286.66,88.23,11.72,0.05,11.49,4.92,64.12,19.47,16.34,76.07,7.59,114,11-02-2023 01:02 AM,Subarnapur,392,04,5336.07,levelCode=392&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,ODISHA,105558,86806.0,142909,118.28,73837.84,1476.14,6639.85,6639.85,74.54,25.44,0.02,6.55,52.79,30.77,9.89,18.41,76.55,5.04,299,11-02-2023 01:02 AM,Sundargarh,374,04,14755.84,levelCode=374&levelNo=3&stateCode=21&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,65087,132358.0,64,115.15,48960.95,1223.37,4205.15,4205.15,86.66,13.23,0.11,10.71,3.62,72.67,13.0,12.29,61.86,25.85,518,11-02-2023 01:02 AM,Ajmer,119,04,9633.67,levelCode=119&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,108712,202086.0,4091,137.45,43956.37,1229.53,926.36,926.36,91.67,8.25,0.08,4.91,8.33,65.28,21.48,25.56,65.6,8.84,527,11-02-2023 01:02 AM,Alwar,104,04,3082.25,levelCode=104&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,39696,57365.0,2018,46.23,26764.25,651.13,388.0,388.0,92.85,7.12,0.03,3.51,68.84,18.39,9.26,17.56,52.49,29.95,336,11-02-2023 01:02 AM,Banswara,125,04,1427.13,levelCode=125&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,37880,51283.0,98,90.69,30264.08,605.28,1889.55,1889.55,87.5,12.4,0.1,8.0,21.27,55.68,15.05,24.43,45.71,29.86,246,11-02-2023 01:02 AM,Baran,128,04,4384.38,levelCode=128&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,157357,458598.0,6172,873.84,133209.69,2664.19,27815.2,27815.2,88.67,10.93,0.4,9.21,2.64,68.79,19.36,16.4,28.57,55.03,430,11-02-2023 01:02 AM,Barmer,115,04,58294.59,levelCode=115&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,45626,89676.0,41,67.7,24568.7,496.81,681.71,681.71,91.92,8.05,0.03,5.38,2.97,43.68,47.97,26.25,51.77,21.98,512,11-02-2023 01:02 AM,Bharatpur,105,04,1860.23,levelCode=105&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,74873,150911.0,357,137.11,46472.57,1274.71,3828.9,3828.9,88.77,11.14,0.09,11.32,6.96,64.67,17.05,19.03,56.65,24.32,475,11-02-2023 01:02 AM,Bhilwara,122,04,8932.51,levelCode=122&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,76958,162039.0,292,392.27,110193.52,2223.47,7900.72,7900.72,84.79,14.91,0.3,9.94,0.4,64.29,25.37,6.87,33.44,59.69,346,11-02-2023 01:02 AM,Bikaner,101,04,18024.91,levelCode=101&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,58596,86678.0,2680,114.97,41933.28,838.66,4055.36,4055.36,88.58,11.36,0.06,9.95,29.22,46.59,14.24,25.74,57.11,17.15,267,11-02-2023 01:02 AM,Bundi,121,04,8949.38,levelCode=121&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,71317,155552.0,10006,128.2,45483.67,1068.47,2811.69,2811.69,89.66,10.3,0.04,9.0,5.51,65.37,20.12,21.27,54.23,24.5,325,11-02-2023 01:02 AM,Chittaurgarh,126,04,6691.85,levelCode=126&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,100894,364218.0,67,463.04,105842.03,2118.65,12447.07,12447.07,88.24,11.58,0.18,8.36,0.65,57.6,33.39,11.77,41.67,46.56,271,11-02-2023 01:02 AM,Churu,102,04,27012.79,levelCode=102&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,50980,67146.0,2593,58.89,14330.61,286.61,499.78,499.78,90.82,9.15,0.03,8.9,41.77,32.71,16.62,25.23,61.47,13.3,267,11-02-2023 01:02 AM,Dausa,109,04,1286.17,levelCode=109&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,6243,7039.0,0,8.02,2983.59,59.67,22.4,22.4,91.89,8.03,0.08,8.5,4.99,30.27,56.24,32.04,53.32,14.64,209,11-02-2023 01:02 AM,Dhaulpur,106,04,104.47,levelCode=106&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,19749,26913.0,1496,20.97,9721.64,194.43,330.45,330.45,91.74,8.25,0.01,2.25,47.33,30.51,19.91,34.33,48.42,17.25,258,11-02-2023 01:02 AM,Dungarpur,124,04,855.33,levelCode=124&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,112125,193715.0,10465,323.54,157201.16,4444.82,17141.49,17141.49,87.91,11.69,0.4,8.47,0.34,78.93,12.26,12.6,53.22,34.18,309,11-02-2023 01:02 AM,Hanumangarh,100,04,38727.8,levelCode=100&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,138490,272285.0,61,202.81,58659.29,1173.19,2075.55,2075.55,89.09,10.84,0.07,5.36,9.9,64.15,20.59,31.86,47.27,20.87,627,11-02-2023 01:02 AM,Jaipur,110,04,5324.29,levelCode=110&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,51547,97898.0,686,288.49,72602.5,1452.05,13291.32,13291.32,83.04,16.58,0.38,8.51,2.57,39.63,49.29,3.86,20.96,75.18,265,11-02-2023 01:02 AM,Jaisalmer,114,04,28034.69,levelCode=114&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,69352,188756.0,2828,239.38,41930.5,838.61,8477.2,8477.2,92.05,7.75,0.2,9.2,2.89,56.79,31.12,9.73,33.02,57.25,290,11-02-2023 01:02 AM,Jalor,116,04,17793.01,levelCode=116&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,78159,130960.0,216,137.53,57177.99,1143.56,3492.28,3492.28,86.22,13.7,0.08,7.47,8.92,69.71,13.9,26.22,55.76,18.02,336,11-02-2023 01:02 AM,Jhalawar,129,04,8128.12,levelCode=129&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,80833,186640.0,2041,129.47,53006.94,1106.18,2515.57,2515.57,90.42,9.51,0.07,6.43,1.11,72.39,20.07,21.79,58.03,20.18,302,11-02-2023 01:02 AM,Jhunjhunu,103,04,6137.32,levelCode=103&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,109130,320782.0,1415,374.19,105887.02,2462.84,9145.51,9145.51,89.94,9.85,0.21,7.74,0.95,64.09,27.22,14.71,36.58,48.71,403,11-02-2023 01:02 AM,Jodhpur,113,04,20753.86,levelCode=113&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,20082,24169.0,2471,19.96,7213.41,144.27,294.2,294.2,92.06,7.89,0.05,9.38,41.66,32.8,16.16,21.75,64.66,13.59,253,11-02-2023 01:02 AM,Karauli,107,04,732.67,levelCode=107&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,50861,84321.0,4,128.91,36086.93,721.74,3892.92,3892.92,89.84,10.07,0.09,10.45,22.38,53.97,13.2,25.09,43.2,31.71,209,11-02-2023 01:02 AM,Kota,127,04,8507.58,levelCode=127&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,123334,243810.0,2395,375.41,110297.47,2760.56,7637.38,7637.38,89.57,10.29,0.14,9.0,0.69,72.19,18.12,14.12,38.8,47.08,453,11-02-2023 01:02 AM,Nagaur,112,04,18035.32,levelCode=112&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,43187,89760.0,1617,120.53,24817.71,531.96,2960.05,2960.05,88.9,10.92,0.18,10.93,3.95,56.35,28.77,14.79,37.59,47.62,385,11-02-2023 01:02 AM,Pali,118,04,6452.06,levelCode=118&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,27805,38243.0,1951,47.17,14951.06,299.15,454.33,454.33,89.71,10.26,0.03,6.7,39.09,38.28,15.93,18.26,45.81,35.93,167,11-02-2023 01:02 AM,Pratapgarh,131,04,1207.81,levelCode=131&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,17257,21341.0,176,19.34,5966.62,159.73,472.33,472.33,93.34,6.56,0.1,8.73,4.42,59.83,27.02,21.55,33.74,44.71,238,11-02-2023 01:02 AM,Rajsamand,123,04,1104.39,levelCode=123&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,53813,89271.0,77,67.3,25558.96,511.18,887.23,887.23,90.33,9.6,0.07,10.9,38.64,39.65,10.81,19.38,61.67,18.95,270,11-02-2023 01:02 AM,Sawai Madhopur,108,04,2285.64,levelCode=108&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,93319,220231.0,40,162.68,43541.94,870.84,1532.47,1532.47,88.66,11.25,0.09,3.81,2.2,73.94,20.05,22.77,59.88,17.35,352,11-02-2023 01:02 AM,Sikar,111,04,3935.78,levelCode=111&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,14513,25909.0,99,28.38,7627.59,163.28,986.71,986.71,89.4,10.49,0.11,14.65,6.56,37.95,40.84,17.24,52.38,30.38,157,11-02-2023 01:02 AM,Sirohi,117,04,2136.7,levelCode=117&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,86667,159754.0,70,195.62,105281.43,3312.87,5630.6,5630.6,83.78,16.07,0.15,11.78,0.57,72.43,15.22,15.12,52.87,32.01,436,11-02-2023 01:02 AM,Sri Ganganagar,099,04,14574.07,levelCode=099&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,74546,135269.0,4450,138.98,37163.33,743.27,534.87,534.87,90.79,9.11,0.1,11.0,12.79,62.59,13.62,13.41,62.51,24.08,321,11-02-2023 01:02 AM,Tonk,120,04,1813.01,levelCode=120&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,RAJASTHAN,26892,37680.0,207,40.2,10926.74,218.53,668.16,668.16,93.19,6.76,0.05,4.38,28.06,39.55,28.01,22.94,48.25,28.81,489,11-02-2023 01:02 AM,Udaipur,130,04,1554.85,levelCode=130&levelNo=3&stateCode=08&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1841,2002.0,2830,2.2,1607.28,32.84,39.42,39.42,82.72,17.12,0.16,0.87,0.02,46.73,52.38,16.39,69.78,13.83,136,11-02-2023 01:02 AM,Ariyalur,616,04,111.68,levelCode=616&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,2136,1215.0,1944,1.5,1312.27,55.72,86.67,86.67,83.48,16.52,-0.0,0.16,0.0,28.08,71.76,27.51,60.43,12.06,177,11-02-2023 01:02 AM,Coimbatore,632,04,229.06,levelCode=632&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,7196,10775.0,2161,7.97,5885.35,122.46,103.86,103.86,78.28,21.71,0.01,6.44,0.12,50.7,42.74,20.14,65.8,14.06,542,11-02-2023 01:02 AM,Cuddalore,617,04,330.18,levelCode=617&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,5628,4965.0,3794,3.11,3179.18,144.45,352.23,352.23,87.24,12.76,0.0,1.8,2.15,51.58,44.47,10.81,83.83,5.36,363,11-02-2023 01:02 AM,Dharmapuri,630,04,848.91,levelCode=630&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1087,1861.0,670,1.43,822.8,23.45,41.55,41.55,86.25,13.75,0.0,2.02,0.04,23.07,74.87,9.21,61.28,29.51,224,11-02-2023 01:02 AM,Dindigul,612,04,106.55,levelCode=612&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,3225,6202.0,866,3.0,3892.99,168.65,147.15,147.15,85.31,14.57,0.12,1.39,0.0,13.29,85.32,33.45,49.14,17.41,259,11-02-2023 01:02 AM,Erode,610,04,462.95,levelCode=610&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,3002,4421.0,472,3.18,2238.43,45.08,111.58,111.58,84.12,15.68,0.2,4.41,0.04,29.59,65.96,7.34,73.45,19.21,447,11-02-2023 01:02 AM,Kancheepuram,604,04,268.24,levelCode=604&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1019,375.0,1813,0.54,442.32,11.08,6.59,6.59,77.29,22.71,-0.0,2.33,0.18,52.33,45.16,6.67,89.72,3.61,107,11-02-2023 01:02 AM,Kanniyakumari,629,04,24.26,levelCode=629&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,2352,2302.0,929,1.64,1786.17,82.03,56.31,56.31,79.45,20.55,-0.0,6.69,0.22,30.18,62.91,8.42,85.79,5.79,108,11-02-2023 01:02 AM,Karur,613,04,194.65,levelCode=613&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1556,798.0,2153,1.06,579.25,16.67,35.32,35.32,80.24,19.76,0.0,2.91,0.0,50.59,46.5,9.18,83.7,7.12,262,11-02-2023 01:02 AM,Krishnagiri,631,04,87.31,levelCode=631&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1980,1743.0,2517,2.26,1559.73,52.97,99.11,99.11,72.96,26.76,0.28,2.39,0.0,63.4,34.21,7.82,86.41,5.77,208,11-02-2023 01:02 AM,Madurai,623,04,251.19,levelCode=623&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,9642,8191.0,33917,15.21,11495.38,233.49,178.4,178.4,69.34,30.63,0.03,9.1,0.06,46.79,44.05,16.39,73.08,10.53,332,11-02-2023 01:02 AM,Nagapattinam,618,04,590.29,levelCode=618&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,25287,1703.0,79597,34.83,17144.53,358.27,1336.09,1336.09,84.45,15.54,0.01,1.18,0.04,67.5,31.28,25.27,67.88,6.85,375,11-02-2023 01:02 AM,Namakkal,609,04,3030.45,levelCode=609&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,582,708.0,49,0.52,613.06,28.92,29.71,29.71,77.41,22.59,0.0,3.04,0.0,42.14,54.82,19.68,60.63,19.69,69,11-02-2023 01:02 AM,Perambalur,615,04,88.34,levelCode=615&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1620,1828.0,195,1.81,1120.52,22.47,61.98,61.98,76.08,23.88,0.04,2.87,0.05,36.93,60.15,12.41,72.42,15.17,169,11-02-2023 01:02 AM,Pudukkottai,621,04,146.43,levelCode=621&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,5,0.0,42,0.04,9.47,0.2935,0.0,0.0,92.86,7.14,0.0,0.0,0.0,16.67,83.33,80.95,19.05,-0.0,3,11-02-2023 01:02 AM,Ramanathapuram,626,04,0.29,levelCode=626&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,8820,2916.0,14856,5.96,3737.54,125.11,233.35,233.35,85.54,14.4,0.06,1.23,5.23,48.73,44.81,9.53,87.79,2.68,367,11-02-2023 01:02 AM,Salem,608,04,591.81,levelCode=608&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,167,291.0,127,0.12,89.19,3.46,6.59,6.59,79.19,20.81,0.0,1.2,0.0,31.58,67.22,9.81,85.17,5.02,39,11-02-2023 01:02 AM,Sivaganga,622,04,16.64,levelCode=622&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,7251,9455.0,6011,9.74,7513.82,157.01,240.75,240.75,75.17,24.83,0.0,4.24,0.01,47.83,47.92,9.78,80.01,10.21,636,11-02-2023 01:02 AM,Thanjavur,620,04,638.51,levelCode=620&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,2299,1327.0,1146,1.01,1969.6,98.48,9.74,9.74,79.5,20.5,0.0,13.67,6.27,30.04,50.02,50.79,48.93,0.28,36,11-02-2023 01:02 AM,The Nilgiris,611,04,117.96,levelCode=611&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1110,2445.0,61,1.19,1288.27,61.32,41.32,41.32,85.71,14.29,0.0,3.63,0.0,21.79,74.58,16.4,56.46,27.14,105,11-02-2023 01:02 AM,Theni,624,04,143.96,levelCode=624&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,3064,11666.0,680,4.6,3230.63,66.48,136.04,136.04,82.76,17.19,0.05,3.63,0.19,29.3,66.88,8.51,78.16,13.33,446,11-02-2023 01:02 AM,Thiruvallur,602,04,338.56,levelCode=602&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,4384,9766.0,2060,8.11,6207.61,124.19,248.93,248.93,71.06,28.86,0.08,4.69,0.1,44.11,51.1,9.35,70.51,20.14,397,11-02-2023 01:02 AM,Thiruvarur,619,04,622.05,levelCode=619&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,701,1696.0,639,0.74,942.47,36.29,2.82,2.82,79.61,20.39,0.0,25.31,0.0,65.22,9.47,20.0,73.83,6.17,104,11-02-2023 01:02 AM,Thoothukkudi,627,04,41.93,levelCode=627&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,4555,12155.0,177,4.06,3626.4,134.53,100.52,100.52,68.91,31.08,0.01,8.77,0.47,34.99,55.77,26.34,69.14,4.52,254,11-02-2023 01:02 AM,Tiruchirappalli,614,04,335.57,levelCode=614&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,4445,2785.0,10631,3.19,2678.64,80.74,12.58,12.58,84.76,15.15,0.09,16.29,0.25,34.89,48.57,5.05,87.63,7.32,271,11-02-2023 01:02 AM,Tirunelveli,628,04,105.9,levelCode=628&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,1414,2422.0,657,2.11,1542.16,43.35,103.04,103.04,84.8,15.2,0.0,0.23,0.16,27.02,72.59,17.02,44.27,38.71,229,11-02-2023 01:02 AM,Tiruppur,633,04,249.43,levelCode=633&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,16205,18353.0,1924,14.48,9783.5,198.63,536.49,536.49,89.52,10.47,0.01,4.59,0.41,30.86,64.14,4.72,84.18,11.1,938,11-02-2023 01:02 AM,Tiruvannamalai,606,04,1271.61,levelCode=606&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,9669,10172.0,1026,6.86,5111.49,126.18,230.28,230.28,86.78,13.17,0.05,6.36,0.18,25.38,68.08,18.23,75.26,6.51,491,11-02-2023 01:02 AM,Vellore,605,04,586.74,levelCode=605&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,10894,7986.0,19024,11.49,7315.94,176.53,251.28,251.28,85.53,14.47,-0.0,5.97,0.04,48.33,45.66,3.86,85.81,10.33,1069,11-02-2023 01:02 AM,Viluppuram,607,04,679.09,levelCode=607&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TAMIL NADU,724,899.0,1370,1.13,610.98,18.02,54.47,54.47,78.93,21.07,-0.0,8.68,0.09,35.79,55.44,13.05,58.92,28.03,174,11-02-2023 01:02 AM,Virudhunagar,625,04,126.96,levelCode=625&levelNo=3&stateCode=33&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TELANGANA,10589,2957.0,8936,13.17,7199.42,143.99,251.78,251.78,72.23,27.73,0.04,8.57,12.4,43.56,35.47,3.62,94.64,1.74,422,11-02-2023 01:02 AM,Adilabad,532,04,647.55,levelCode=532&levelNo=3&stateCode=36&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TELANGANA,5166,5450.0,243,5.34,4438.11,88.76,18.69,18.69,63.64,36.34,0.02,5.32,54.22,19.41,21.05,25.12,68.77,6.11,229,11-02-2023 01:02 AM,Bhadradri,927,04,126.14,levelCode=927&levelNo=3&stateCode=36&year=2019&seasonCode=01&schemeCode=04
2019,Kharif,PMFBY,TELANGANA,24049,27676.0,56,25.65,22540.6,460.2,207.78,207.78,71.88,28.05,0.07,7.65,1.62,52.83,37.9,26.44,65.54,8.02,307,11-02-2023 01:02 AM,Jagtial,928,04,875.76,levelCode=928&levelNo=3&stateCode=36&year=2019&seasonCode=01&schemeCode=04
